,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
3189,29174,Julio Solano,1980,9304,6,8,3,174.0001,97,88,754,652.0,162,23,277.0,82,74,8,4.0,102,29174,solanju01,1.8129619,HOU
3190,29176,Eddie Solomon,1970,9306,18,27,3,436.6667,250,207,1916,1706.0,459,48,687.0,163,143,20,12.0,244,29176,solomed01,1.9387756,ATL
3191,29176,Eddie Solomon,1980,9307,18,15,1,281.333,136,112,1201,1086.0,305,28,462.0,84,76,8,8.0,93,29176,solomed01,-1.127183,PIT
3192,29187,Lary Sorensen,1970,9314,40,36,1,658.3330000000002,296,273,2711,2526.0,674,54,950.0,128,117,11,10.0,198,29187,sorenla01,4.664104999999998,MIL
3193,29187,Lary Sorensen,1980,9315,53,67,5,1077.9996999999996,598,527,4674,4307.0,1286,93,1821.0,274,236,38,21.0,371,29187,sorenla01,-2.7659825999999987,CLE
3194,29189,Vic Sorrell,1920,9316,22,26,1,397.0,258,221,1803,0.0,452,24,0.0,189,189,0,7.0,148,29189,sorrevi01,1.6,DET
3195,29189,Vic Sorrell,1930,9317,70,75,9,1274.6663,691,602,5600,0.0,1368,76,0.0,517,517,0,13.0,471,29189,sorrevi01,18.7,DET
3196,29191,Elias Sosa,1970,9318,45,36,66,651.6667,267,226,2741,2395.0,587,38,837.0,259,207,52,14.0,393,29191,sosael01,4.813816000000001,SFG
3197,29191,Elias Sosa,1980,9319,14,15,17,266.3333,121,113,1137,1024.0,286,26,422.0,75,64,11,7.0,145,29191,sosael01,2.576339,MON
3198,29193,Allen Sothoron,1910,9320,46,44,7,765.3337,314,205,3158,0.0,681,9,0.0,259,259,0,22.0,267,29193,sothoal01,9.6,SLB
3199,29193,Allen Sothoron,1920,9321,45,55,2,817.0,472,377,3613,0.0,902,25,0.0,337,337,0,32.0,309,29193,sothoal01,4.3,STL
3200,29194,Mario Soto,1970,9322,6,8,0,116.0,68,63,514,435.0,106,15,185.0,69,60,9,4.0,89,29194,sotoma01,0.5910850000000001,CIN
3201,29194,Mario Soto,1980,9323,94,84,4,1614.3337,664,604,6633,5900.0,1289,157,2061.0,588,547,41,24.0,1360,29194,sotoma01,45.107219,CIN
3202,29200,Bill Sowders,1880,9325,26,22,3,411.6667,245,140,1311,0.0,425,7,0.0,125,125,0,15.0,175,29200,sowdebi01,2.0,BSN
3203,29203,Bob Spade,1900,9329,23,19,1,374.333,154,110,1543,0.0,342,2,0.0,133,133,0,10.0,112,29203,spadebo01,2.1,CIN
3204,29205,Al Spalding,1870,9334,252,65,13,2886.3340000000003,1790,684,12724,0.0,3280,15,0.0,164,164,0,0.0,248,29205,spaldal01,53.6,BOS
3205,29209,Tully Sparks,1890,9336,8,7,0,178.0,110,82,0,0.0,192,1,0.0,86,86,0,10.0,53,29209,sparktu01,1.2,PHI
3206,29209,Tully Sparks,1900,9337,113,128,8,2150.6679999999997,945,642,6636,0.0,2036,30,0.0,542,542,0,75.0,723,29209,sparktu01,24.0,PHI
3207,29210,Joe Sparma,1960,9339,52,48,0,835.3334,398,356,3609,3124.0,740,70,1087.0,411,399,12,25.0,563,29210,sparmjo01,0.6009550000000001,DET
3208,29225,George Spencer,1950,9347,16,9,9,243.6666,120,110,990,98.0,218,39,37.0,101,101,0,4.0,78,29225,spencge01,-1.5890959999999998,NYG
3209,29226,Glenn Spencer,1930,9350,23,31,8,528.3343,330,268,2333,0.0,584,37,0.0,198,198,0,11.0,160,29226,spencgl01,-0.20000000000000018,PIT
3210,29242,Dan Spillner,1970,9355,36,47,11,784.0010000000002,425,373,3454,3026.0,836,72,1224.0,340,300,40,7.0,491,29242,spillda01,4.107157,SDP
3211,29242,Dan Spillner,1980,9356,39,42,39,708.6666,361,326,3072,2741.0,749,62,1102.0,265,240,25,6.0,387,29242,spillda01,-1.3156212,CLE
3212,29245,Scipio Spinks,1970,9358,7,11,0,199.6667,91,83,792,685.0,174,16,232.0,106,102,4,3.0,150,29245,spinksc01,1.3198543,HOU
3213,29254,Ed Sprague,1970,9367,13,18,3,293.0001,155,126,1305,1122.0,308,18,414.0,141,122,19,13.0,134,29254,spraged01,-1.7107842999999998,MIL
3214,29268,Randy St. Claire,1980,9377,12,6,9,206.0,98,91,886,788.0,200,23,306.0,74,56,18,5.0,121,29268,st.clra01,2.4653758000000003,MON
3215,29271,Eddie Stack,1910,9381,26,24,2,491.0,259,192,2057,0.0,469,14,0.0,188,188,0,22.0,200,29271,stacked01,1.6,BRO
3216,29273,Bill Stafford,1960,9382,43,40,9,785.6661,337,307,3290,2945.0,707,77,1081.0,270,243,27,19.0,449,29273,staffbi01,7.799138000000001,NYY
3217,29285,Gerry Staley,1940,9386,15,14,6,252.6663,120,101,1062,0.0,248,13,0.0,70,70,0,4.0,92,29285,stalege01,3.8999999999999995,STL
3218,29285,Gerry Staley,1950,9387,104,84,41,1552.3343,755,655,6396,2496.0,1664,157,1037.0,413,386,27,54.0,551,29285,stalege01,3.076396000000001,STL
3219,29285,Gerry Staley,1960,9388,15,13,14,176.6663,71,58,728,651.0,158,16,239.0,46,36,10,5.0,84,29285,stalege01,2.309714,CHW
3220,29286,Harry Staley,1880,9389,33,38,1,627.3330000000001,358,226,848,0.0,618,17,0.0,169,169,0,15.0,248,29286,staleha01,5.4,PIT
3221,29286,Harry Staley,1890,9390,103,81,1,1641.6679999999994,1114,733,0,0.0,1850,76,0.0,432,432,0,33.0,498,29286,staleha01,20.5,BSN
3222,29287,Tracy Stallard,1960,9391,30,57,4,764.6673000000002,398,354,3302,2881.0,716,92,1148.0,343,324,19,16.0,477,29287,stalltr01,-6.278283920000002,BOS
3223,29297,Lee Stange,1960,9396,59,59,19,1166.3333,516,451,4870,4435.0,1110,132,1709.0,327,280,47,14.0,690,29297,stangle01,4.346997,BOS
3224,29298,Don Stanhouse,1970,9398,36,51,57,708.6667,329,294,3118,2604.0,648,41,919.0,424,382,42,14.0,395,29298,stanhdo01,-4.7803010000000015,MON
3225,29303,Bob Stanley,1970,9401,39,21,14,509.33400000000006,234,204,2143,1981.0,568,29,780.0,121,107,14,8.0,138,29303,stanlbo01,-3.858185,BOS
3226,29303,Bob Stanley,1980,9402,76,76,118,1197.667,563,486,5095,4607.0,1290,84,1789.0,350,277,73,33.0,555,29303,stanlbo01,-5.5700860000000025,BOS
3227,29314,Mike Stanton,1980,9407,13,20,30,367.0,204,183,1602,1394.0,378,26,536.0,162,142,20,9.0,288,29314,stantmi01,2.709369,SEA
3228,29326,Dick Starr,1950,9411,10,17,2,247.0,179,158,947,322.0,282,33,139.0,140,140,0,9.0,73,29326,starrdi01,-0.20468600000000006,SLB
3229,29327,Ray Starr,1940,9413,36,32,4,637.6667,269,248,2705,0.0,600,27,0.0,250,250,0,10.0,166,29327,starrra01,5.500000000000001,CIN
3230,29334,Bill Stearns,1870,9416,13,64,0,699.6669999999999,1001,333,3668,0.0,1167,13,0.0,46,46,0,0.0,24,29334,stearbi01,-7.5,WAS
3231,29339,Bill Steele,1910,9418,37,43,7,676.6663,408,302,2881,0.0,733,21,0.0,235,235,0,29.0,236,29339,steelbi01,-2.7,STL
3232,29341,Elmer Steele,1900,9420,9,12,1,205.0,78,50,733,0.0,171,2,0.0,29,29,0,4.0,79,29341,steelel01,1.8999999999999997,BOS
3233,29341,Elmer Steele,1910,9421,9,12,2,213.0,84,62,819,0.0,196,5,0.0,39,39,0,4.0,68,29341,steelel01,3.3,PIT
3234,29344,Bill Steen,1910,9422,28,32,6,597.0,266,202,2453,0.0,611,7,0.0,199,199,0,12.0,265,29344,steenbi01,7.5,CLE
3235,29351,Ed Stein,1890,9425,109,78,3,1655.9993000000004,1048,731,0,0.0,1689,50,0.0,732,732,0,58.0,535,29351,steined01,18.1,BRO
3236,29368,Bill Stemmeyer,1880,9433,29,29,1,495.0,374,202,2114,0.0,482,15,0.0,205,205,0,3.0,295,29368,stemmbi01,0.09999999999999998,BSN
3237,29370,Dave Stenhouse,1960,9434,16,28,1,372.0,184,171,1607,1404.0,339,48,555.0,174,162,12,4.0,214,29370,stenhda01,-2.24282,WSA
3238,29376,Bryan Stephens,1940,9437,8,16,4,214.667,140,123,962,0.0,220,20,0.0,106,106,0,6.0,69,29376,stephbr01,-1.2,CLE
3239,29385,Jerry Stephenson,1960,9441,8,19,1,231.6667,167,144,1081,914.0,254,21,367.0,140,134,6,6.0,178,29385,stephje01,-1.09593328,BOS
3240,29409,Sammy Stewart,1970,9451,9,6,1,129.0003,52,50,544,456.0,106,11,157.0,74,70,4,5.0,82,29409,stewasa01,0.07020399999999999,BAL
3241,29409,Sammy Stewart,1980,9452,50,42,44,827.6667,369,332,3577,3070.0,757,66,1088.0,428,389,39,11.0,504,29409,stewasa01,-0.8281999790000004,BAL
3242,29413,Dave Stieb,1970,9454,8,8,0,129.333,70,62,563,503.0,139,11,202.0,48,45,3,4.0,52,29413,stiebda01,-0.516814,TOR
3243,29413,Dave Stieb,1980,9455,140,109,1,2328.667,954,859,9654,8595.0,2019,183,3018.0,825,796,29,104.0,1380,29413,stiebda01,20.797954,TOR
3244,29413,Dave Stieb,1990,9456,28,20,2,437.3336000000001,201,185,1855,1643.0,414,31,592.0,161,157,4,21.0,237,29413,stiebda01,3.5000225,TOR
3245,29416,Rollie Stiles,1930,9460,9,14,1,298.0,232,196,1388,0.0,402,16,0.0,148,148,0,5.0,86,29416,stilero01,-0.7999999999999999,SLB
3246,29427,Jack Stivetts,1880,9465,12,7,2,191.667,85,48,0,0.0,153,4,0.0,68,68,0,5.0,143,29427,stiveja01,5.7,STL
3247,29427,Jack Stivetts,1890,9466,191,125,3,2696.0,1751,1151,0,0.0,2752,126,0.0,1087,1087,0,94.0,1080,29427,stiveja01,34.7,BSN
3248,29430,Wes Stock,1960,9471,27,13,21,504.667,218,202,2104,1827.0,418,59,680.0,213,184,29,15.0,357,29430,stockwe01,2.0357753,BAL
3249,29432,Otis Stocksdale,1890,9472,15,31,1,346.9997,366,239,0,0.0,521,23,0.0,136,136,0,28.0,48,29432,stockot01,-2.1,WHS
3250,29435,Bob Stoddard,1980,9473,18,27,3,433.3336,222,194,1844,1645.0,437,56,701.0,160,154,6,14.0,223,29435,stoddbo01,-4.3586756,SEA
3251,29436,Tim Stoddard,1980,9475,38,33,73,652.6666,313,296,2841,2438.0,612,65,936.0,329,287,42,8.0,521,29436,stoddti01,5.9004520000000005,BAL
3252,29442,Dwight Stone,1910,9481,10,20,0,277.66700000000003,155,126,1215,0.0,299,8,0.0,123,123,0,15.0,125,29442,stonedw01,-1.6,KCP
3253,29450,Steve Stone,1970,9485,78,79,1,1475.0,738,666,6322,5588.0,1420,155,2198.0,588,569,19,33.0,886,29450,stonest01,4.361274,CHC
3254,29450,Steve Stone,1980,9486,29,14,0,313.3337,142,122,1318,1167.0,287,29,432.0,128,125,3,7.0,179,29450,stonest01,1.471774,BAL
3255,29453,Bill Stoneman,1960,9488,13,24,4,328.0003000000001,176,156,1436,1235.0,319,39,495.0,159,150,9,13.0,255,29453,stonebi01,-1.979478,CHC
3256,29453,Bill Stoneman,1970,9489,41,61,1,908.3344,441,405,3960,3432.0,863,81,1275.0,443,406,37,30.0,679,29453,stonebi01,2.827407,MON
3257,29454,Lil Stoner,1920,9490,50,58,14,984.3337,607,518,4375,0.0,1151,60,0.0,366,366,0,28.0,296,29454,stoneli01,3.1,DET
3258,29459,Mel Stottlemyre,1960,9493,97,73,1,1474.6670000000001,528,468,6051,5476.0,1311,99,1870.0,455,413,42,21.0,754,29459,stottme01,12.026644500000002,NYY
3259,29459,Mel Stottlemyre,1970,9494,67,66,0,1186.667,475,410,4922,4474.0,1124,72,1546.0,354,321,33,23.0,503,29459,stottme01,6.466189,NYY
3260,29461,Todd Stottlemyre,1980,9496,11,15,0,225.667,126,117,988,871.0,246,26,381.0,90,81,9,9.0,130,29461,stottto01,-1.43049,TOR
3261,29461,Todd Stottlemyre,1990,9497,118,98,1,1850.3329999999999,932,856,7953,7081.0,1830,198,2848.0,683,645,38,72.0,1369,29461,stottto01,27.4052943,TOR
3262,29461,Todd Stottlemyre,2000,9498,9,8,0,115.6666,72,69,500,448.0,124,22,214.0,43,41,2,2.0,88,29461,stottto01,2.5010580000000004,ARI
3263,29463,Allyn Stout,1930,9499,19,20,10,448.3337,259,224,2007,0.0,529,27,0.0,173,173,0,13.0,182,29463,stoutal01,0.8999999999999999,STL
3264,29466,Jesse Stovall,1900,9501,7,14,0,203.667,114,85,0,0.0,214,3,0.0,66,66,0,19.0,53,29466,stovaje01,-1.2000000000000002,CLE
3265,29471,Mike Strahler,1970,9504,6,8,1,158.6667,80,63,689,598.0,149,14,216.0,79,77,2,2.0,80,29471,strahmi01,-1.41438999,LAD
3266,29474,Les Straker,1980,9506,10,15,1,236.9997,118,111,997,895.0,236,32,385.0,84,77,7,2.0,99,29474,strakle01,-1.268019,MIN
3267,29483,Monty Stratton,1930,9510,36,23,2,487.3333,235,201,2053,0.0,489,32,0.0,149,149,0,12.0,196,29483,stratmo01,9.9,CHW
3268,29484,Scott Stratton,1880,9511,13,30,1,403.33400000000006,322,157,0,0.0,444,13,0.0,95,95,0,22.0,139,29484,stratsc01,-1.9000000000000001,LOU
3269,29484,Scott Stratton,1890,9512,84,84,0,1489.0,971,656,0,0.0,1733,31,0.0,339,339,0,47.0,431,29484,stratsc01,14.499999999999998,LOU
3270,29498,Elmer Stricklett,1900,9523,35,51,6,765.6669999999999,366,242,3064,0.0,755,3,0.0,215,215,0,27.0,237,29498,stricel01,3.4,BRO
3271,29502,Nick Strincevich,1940,9527,46,49,6,889.6666,462,400,3863,0.0,958,52,0.0,270,270,0,24.0,274,29502,strinni01,6.700000000000001,PIT
3272,29507,John Strohmayer,1970,9528,11,9,4,312.3334,173,155,1361,1208.0,329,35,490.0,128,117,11,8.0,200,29507,strohjo01,1.4000335000000002,MON
3273,29513,Sailor Stroud,1910,9532,18,20,3,360.9997,148,118,1474,0.0,364,13,0.0,85,85,0,14.0,141,29513,strousa01,2.7,NYG
3274,29521,Johnny Stuart,1920,9535,20,18,3,357.6670000000001,227,189,1572,0.0,360,29,0.0,156,156,0,17.0,124,29521,stuarjo01,-0.7,STL
3275,29523,Marlin Stuart,1950,9537,23,15,15,455.9993,267,221,2016,143.0,505,34,64.0,221,221,0,14.0,171,29523,stuarma01,-0.3966630000000002,DET
3276,29526,George Stueland,1920,9538,9,6,0,135.0,96,86,601,0.0,153,9,0.0,64,64,0,5.0,52,29526,stuelge01,-0.9,CHC
3277,29532,John Stuper,1980,9542,32,28,1,495.0003,249,218,2127,1907.0,528,35,752.0,183,170,13,4.0,191,29532,stupejo01,0.5113779,STL
3278,29533,Tom Sturdivant,1950,9543,38,31,10,596.0,250,223,2521,2210.0,519,54,783.0,255,244,11,19.0,390,29533,sturdto01,10.804733,NYY
3279,29533,Tom Sturdivant,1960,9544,21,20,7,540.9994,271,250,2280,2006.0,510,53,798.0,194,168,26,15.0,314,29533,sturdto01,4.697899999999999,PIT
3280,29549,Willie Sudhoff,1890,9548,28,52,1,672.3337,471,345,0,0.0,805,28,0.0,210,210,0,53.0,123,29549,sudhowi01,3.8000000000000003,STL
3281,29549,Willie Sudhoff,1900,9549,74,83,2,1402.9997,670,485,0,0.0,1368,34,0.0,393,393,0,72.0,393,29549,sudhowi01,10.799999999999999,SLB
3282,29551,George Suggs,1910,9552,97,87,15,1580.6670000000001,700,556,6432,0.0,1656,39,0.0,343,343,0,59.0,562,29551,suggsge01,18.9,CIN
3283,29568,Fleury Sullivan,1880,9557,16,35,0,441.0,328,206,1967,0.0,496,15,0.0,96,96,0,20.0,189,29568,sullifl01,-1.3,PIT
3284,29569,Frank Sullivan,1950,9558,84,64,5,1351.6667,565,494,5627,4224.0,1291,112,1570.0,423,406,17,39.0,723,29569,sullifr01,18.612289,BOS
3285,29569,Frank Sullivan,1960,9559,13,36,13,380.3333,232,198,1674,1492.0,411,37,615.0,136,122,14,13.0,236,29569,sullifr01,3.2340478999999998,MIN
3286,29573,Jim Sullivan,1890,9561,26,28,3,513.9993,366,257,0,0.0,621,26,0.0,171,171,0,26.0,97,29573,sulliji01,3.6999999999999997,BSN
3287,29586,Mike Sullivan,1890,9569,54,62,4,1070.333,845,589,0,0.0,1245,43,0.0,536,536,0,74.0,270,29586,sullimi02,1.6,NYG
3288,29592,Tom Sullivan,1880,9572,14,33,0,408.0003,326,183,478,0.0,474,12,0.0,152,152,0,33.0,147,29592,sullito01,-1.6,KCC
3289,29597,Ed Summers,1900,9574,43,21,2,582.6669999999999,203,125,2327,0.0,514,7,0.0,107,107,0,30.0,210,29597,summeed01,7.7,DET
3290,29597,Ed Summers,1910,9575,25,24,1,416.3327,201,144,1713,0.0,416,12,0.0,114,114,0,16.0,152,29597,summeed01,3.9,DET
3291,29604,Steve Sundra,1930,9578,17,5,0,216.3337,104,87,946,0.0,219,14,0.0,101,101,0,0.0,61,29604,sundrst01,2.3,NYY
3292,29604,Steve Sundra,1940,9579,39,36,2,642.9993,357,311,2836,0.0,725,36,0.0,220,220,0,3.0,153,29604,sundrst01,2.1,SLB
3293,29607,Max Surkont,1950,9584,58,71,4,1098.3327,589,530,4592,889.0,1117,125,412.0,421,416,5,19.0,533,29607,surkoma01,9.382191,BSN
3294,29609,George Susce,1950,9585,22,17,3,409.6664,224,201,1791,1566.0,407,44,636.0,170,159,11,20.0,177,29609,suscege02,0.3134630000000003,BOS
3295,29618,Suds Sutherland,1920,9589,6,2,0,58.0,43,32,271,0.0,80,1,0.0,18,18,0,0.0,18,29618,suthesu01,-0.1,DET
3296,29619,Bruce Sutter,1970,9590,27,22,105,390.666,121,101,1560,1412.0,281,22,412.0,115,88,27,2.0,418,29619,suttebr01,10.11781,CHC
3297,29619,Bruce Sutter,1980,9591,41,49,195,651.3329,249,227,2691,2416.0,598,55,890.0,194,138,56,11.0,443,29619,suttebr01,7.1834462,STL
3298,29620,Jack Sutthoff,1900,9593,31,38,0,626.3340000000001,344,236,2341,0.0,626,9,0.0,268,268,0,34.0,187,29620,sutthja01,3.599999999999999,CIN
3299,29621,Don Sutton,1960,9594,51,60,2,959.334,375,350,3951,3616.0,863,68,1224.0,259,224,35,14.0,757,29621,suttodo01,21.88868,LAD
3300,29621,Don Sutton,1970,9595,166,110,2,2557.332000000001,975,871,10403,9528.0,2174,214,3289.0,660,615,45,45.0,1767,29621,suttodo01,62.55702,LAD
3301,29621,Don Sutton,1980,9596,107,86,1,1765.6672999999996,754,693,7277,6726.0,1655,190,2537.0,424,402,22,23.0,1050,29621,suttodo01,33.854440000000004,CAL
3302,29628,Cy Swaim,1890,9601,12,22,1,285.333,206,142,0,0.0,338,9,0.0,87,87,0,14.0,82,29628,swaimcy01,1.1,WHS
3303,29630,Craig Swan,1970,9602,40,45,0,807.3326,354,314,3374,3047.0,769,60,1159.0,251,223,28,11.0,463,29630,swancr01,13.552790300000002,NYM
3304,29630,Craig Swan,1980,9603,19,27,2,428.33269999999993,221,200,1789,1638.0,430,55,699.0,117,107,10,0.0,210,29630,swancr01,4.7636102000000005,NYM
3305,29643,Park Swartzel,1880,9611,19,27,1,410.333,334,197,0,0.0,481,21,0.0,117,117,0,23.0,147,29643,swartpa01,1.3,KCC
3306,29645,Bill Sweeney,1880,9612,49,31,0,708.0,413,210,0,0.0,700,17,0.0,116,116,0,0.0,422,29645,sweenbi01,7.0,BLU
3307,29649,Charlie Sweeney,1880,9613,64,52,1,1030.667,560,329,3171,0.0,928,24,0.0,172,172,0,0.0,505,29649,sweench01,8.000000000000002,SLM
3308,29660,Steve Swetonic,1920,9616,8,10,5,143.667,87,77,644,0.0,172,6,0.0,50,50,0,5.0,35,29660,swetost01,1.5,PIT
3309,29660,Steve Swetonic,1930,9617,29,26,6,451.6674,200,175,1922,0.0,435,27,0.0,162,162,0,2.0,119,29660,swetost01,6.3999999999999995,PIT
3310,29662,Bill Swift,1930,9618,91,79,18,1555.0,712,616,6519,0.0,1596,94,0.0,310,310,0,30.0,592,29662,swiftbi01,19.400000000000006,PIT
3311,29663,Bill Swift,1980,9620,23,34,1,540.6669999999999,327,287,2374,2113.0,618,30,832.0,206,192,14,22.0,202,29663,swiftbi02,-8.661335000000001,SEA
3312,29663,Bill Swift,1990,9621,71,44,26,1059.0009,474,415,4443,4057.0,1070,86,1551.0,301,273,28,31.0,565,29663,swiftbi02,13.051629000000002,COL
3313,29686,Fred Talbot,1960,9636,38,55,1,852.0003,429,389,3670,3240.0,842,95,1332.0,333,302,31,27.0,449,29686,talbofr01,-6.496615500000001,NYY
3314,29697,Kevin Tapani,1990,9649,124,97,0,1861.0,944,884,7873,7256.0,1974,198,3101.0,455,433,22,38.0,1160,29697,tapanke01,27.577951000000002,MIN
3315,29697,Kevin Tapani,2000,9650,17,26,0,364.0,206,193,1558,1434.0,394,59,653.0,87,80,7,15.0,299,29697,tapanke01,9.35161,CHC
3316,29715,Ken Tatum,1960,9655,7,2,22,86.3333,13,13,342,296.0,51,1,65.0,39,34,5,4.0,65,29715,tatumke01,1.35257,CAL
3317,29715,Ken Tatum,1970,9656,9,10,30,196.3334,90,79,844,733.0,179,23,288.0,78,63,15,15.0,91,29715,tatumke01,-0.9545203999999998,BOS
3318,29729,Billy Taylor,1880,9661,50,36,4,799.6666,456,282,1750,0.0,811,11,0.0,165,165,0,15.0,376,29729,taylobi01,6.3,PHA
3319,29731,Billy Taylor,1990,9662,15,25,100,308.9999,158,138,1344,1177.0,299,24,443.0,124,94,30,16.0,291,29731,taylobi04,6.98498,OAK
3320,29736,Chuck Taylor,1960,9665,7,5,0,126.667,39,36,500,459.0,108,8,151.0,30,25,5,3.0,62,29736,tayloch02,1.59753,STL
3321,29736,Chuck Taylor,1970,9666,21,15,31,480.3333,183,171,1971,1773.0,468,35,666.0,132,96,36,9.0,220,29736,tayloch02,1.875371,MON
3322,29739,Dummy Taylor,1900,9669,116,106,3,1916.3333,870,585,5176,0.0,1877,38,0.0,551,551,0,72.0,767,29739,taylodu01,15.499999999999998,NYG
3323,29747,Harry Taylor,1940,9672,12,12,2,247.3334,120,106,1073,0.0,225,18,0.0,145,145,0,8.0,96,29747,tayloha03,3.0,BRO
3324,29747,Harry Taylor,1950,9673,7,9,2,110.3333,64,57,493,66.0,119,7,14.0,56,56,0,2.0,31,29747,tayloha03,-1.286606,BOS
3325,29750,Jack Taylor,1890,9675,120,117,9,2090.9990000000007,1423,981,0,0.0,2476,74,0.0,583,583,0,126.0,529,29750,tayloja01,21.7,PHI
3326,29751,Jack Taylor,1890,9676,23,21,0,395.667,235,158,0,0.0,412,6,0.0,94,94,0,23.0,78,29751,tayloja02,2.6,CHC
3327,29751,Jack Taylor,1900,9677,129,118,5,2230.333,960,616,5663,0.0,2092,35,0.0,490,490,0,71.0,584,29751,tayloja02,28.799999999999997,CHC
3328,29757,Ron Taylor,1960,9680,38,37,57,659.6656999999999,304,285,2757,2478.0,649,59,991.0,182,122,60,20.0,404,29757,tayloro01,2.3233304399999994,NYM
3329,29757,Ron Taylor,1970,9681,7,6,15,140.3333,66,64,580,533.0,145,17,229.0,27,11,16,1.0,60,29757,tayloro01,1.3206984999999998,NYM
3330,29765,Wade Taylor,1990,9685,7,12,0,116.333,85,81,528,459.0,144,13,219.0,53,53,0,7.0,72,29765,taylowa01,-1.36933,NYY
3331,29777,Kent Tekulve,1970,9692,35,22,83,540.3330000000001,187,159,2230,1985.0,459,21,614.0,190,131,59,7.0,313,29777,tekulke01,7.482077000000001,PIT
3332,29777,Kent Tekulve,1980,9693,59,68,101,896.3336,339,296,3771,3373.0,846,42,1155.0,301,181,120,10.0,466,29777,tekulke01,6.06601331,PIT
3333,29778,Amaury Telemaco,1990,9694,16,20,0,337.0003000000001,202,184,1467,1314.0,357,52,604.0,114,106,8,9.0,214,29778,telemam01,2.602401,CHC
3334,29778,Amaury Telemaco,2000,9695,7,15,0,223.9999,135,124,955,844.0,215,40,397.0,80,73,7,16.0,150,29778,telemam01,1.1918787,PHI
3335,29779,Dave Telgheder,1990,9696,15,19,0,311.6667,191,181,1388,1253.0,372,47,623.0,103,94,9,9.0,158,29779,telghda01,-0.6302124,NYM
3336,29780,Tom Tellmann,1980,9698,18,7,13,224.3333,79,72,960,850.0,233,16,328.0,83,68,15,4.0,93,29780,tellmto01,-0.12427099999999992,MIL
3337,29785,John Tener,1880,9700,22,20,0,389.0,251,147,427,0.0,392,22,0.0,130,130,0,15.0,144,29785,tenerjo01,2.4,CHC
3338,29797,Walt Terrell,1980,9710,84,89,0,1473.3329999999999,732,657,6294,5606.0,1486,137,2227.0,564,528,36,20.0,724,29797,terrewa01,4.43370315,DET
3339,29797,Walt Terrell,1990,9711,27,35,0,513.3340000000002,299,274,2275,2029.0,604,50,893.0,184,160,24,17.0,205,29797,terrewa01,-4.6575500000000005,DET
3340,29799,Adonis Terry,1880,9712,94,107,4,1812.3329999999999,1130,691,5551,0.0,1723,38,0.0,521,521,0,62.0,950,29799,terryad01,12.8,BRO
3341,29799,Adonis Terry,1890,9713,103,89,2,1702.0,1173,769,0,0.0,1802,38,0.0,777,777,0,86.0,603,29799,terryad01,16.900000000000002,CHC
3342,29802,Ralph Terry,1950,9715,22,38,2,555.0002999999998,280,247,2261,2046.0,557,63,838.0,176,163,13,9.0,319,29802,terryra01,9.572839,KCA
3343,29802,Ralph Terry,1960,9716,85,61,9,1294.3339999999998,564,497,5259,4905.0,1191,153,1907.0,270,255,15,15.0,681,29802,terryra01,20.4018344,NYY
3344,29803,Scott Terry,1980,9717,18,18,5,347.0,158,144,1460,1312.0,340,27,507.0,117,100,17,3.0,175,29803,terrysc01,4.225130200000001,STL
3345,29803,Scott Terry,1990,9718,6,10,3,152.3333,76,63,662,589.0,151,8,212.0,59,40,19,4.0,87,29803,terrysc01,1.414352,STL
3346,29804,Yank Terry,1940,9719,20,28,2,457.33400000000006,238,208,1991,0.0,463,33,0.0,196,196,0,6.0,167,29804,terryya01,-0.30000000000000004,BOS
3347,29809,Jeff Tesreau,1910,9721,119,72,9,1678.9997,591,453,6805,0.0,1350,37,0.0,572,572,0,38.0,880,29809,tesreje01,22.6,NYG
3348,29814,Bob Tewksbury,1980,9724,11,13,0,214.9996,116,100,943,852.0,254,17,357.0,63,57,6,8.0,89,29814,tewksbo01,0.5850691,CHC
3349,29814,Bob Tewksbury,1990,9725,99,89,1,1592.001,768,687,6680,6270.0,1789,125,2604.0,229,213,16,33.0,723,29814,tewksbo01,26.345094,STL
3350,29827,Henry Thielman,1900,9732,9,19,1,246.0,141,92,110,0.0,240,5,0.0,98,98,0,21.0,64,29827,thielhe01,-0.7,BRO
3351,29828,Jake Thielman,1900,9733,30,28,0,475.3334,234,167,1284,0.0,483,9,0.0,107,107,0,23.0,158,29828,thielja01,1.6,CLE
3352,29836,Bud Thomas,1930,9739,24,30,1,449.3333,294,252,2005,0.0,543,48,0.0,141,141,0,4.0,118,29836,thomabu01,3.7,PHA
3353,29842,Fay Thomas,1930,9744,9,20,1,212.6667,144,120,988,0.0,250,13,0.0,129,129,0,4.0,101,29842,thomafa01,0.8999999999999999,BRO
3354,29855,Myles Thomas,1920,9748,21,20,2,400.9994,249,193,1773,0.0,450,16,0.0,174,174,0,4.0,109,29855,thomamy01,-0.7,NYY
3355,29860,Roy Thomas,1980,9752,16,6,3,307.6668,158,139,1344,1149.0,295,24,425.0,153,132,21,12.0,225,29860,thomaro02,2.191415,SEA
3356,29861,Stan Thomas,1970,9753,11,14,9,265.3336,135,109,1145,1007.0,263,16,358.0,110,98,12,10.0,123,29861,thomast01,-1.283057,TEX
